0x00000000,0x18,mtjeff_dig_regmap
0x00000001,0x00,mtjeff_dig_regmap
0x00000003,0x01,mtjeff_dig_regmap
0x00000004,0x03,mtjeff_dig_regmap
0x00000005,0x00,mtjeff_dig_regmap
0x00000006,0x00,mtjeff_dig_regmap
0x00000008,0x00,mtjeff_dig_regmap
0x0000000A,0x00,mtjeff_dig_regmap
0x0000000B,0x00,mtjeff_dig_regmap
0x00000010,0x00,mtjeff_dig_regmap
0x00000011,0x03,mtjeff_dig_regmap
0x00000012,0x00,mtjeff_dig_regmap
0x00000013,0x00,mtjeff_dig_regmap
0x00000015,0x00,mtjeff_dig_regmap
0x00000016,0x3F,mtjeff_dig_regmap
0x00000040,0x00,mtjeff_dig_regmap
0x00000041,0x00,mtjeff_dig_regmap
0x00000042,0x00,mtjeff_dig_regmap
0x00000043,0x00,mtjeff_dig_regmap
0x00000044,0x00,mtjeff_dig_regmap
0x00000045,0x00,mtjeff_dig_regmap
0x00000046,0x00,mtjeff_dig_regmap
0x00000050,0x00,mtjeff_dig_regmap
0x00000051,0x00,mtjeff_dig_regmap
0x00000052,0x00,mtjeff_dig_regmap
0x00000060,0x00,mtjeff_dig_regmap
0x00000061,0x3F,mtjeff_dig_regmap
0x00000062,0x00,mtjeff_dig_regmap
0x00000063,0x3F,mtjeff_dig_regmap
0x00000064,0x00,mtjeff_dig_regmap
0x00000065,0x3F,mtjeff_dig_regmap
0x00000066,0x00,mtjeff_dig_regmap
0x00000067,0x3F,mtjeff_dig_regmap
0x00000080,0x00,mtjeff_dig_regmap
0x00000081,0x3F,mtjeff_dig_regmap
0x00000082,0x00,mtjeff_dig_regmap
0x00000083,0x3F,mtjeff_dig_regmap
0x00000084,0x00,mtjeff_dig_regmap
0x00000085,0x3F,mtjeff_dig_regmap
0x00000086,0x00,mtjeff_dig_regmap
0x00000087,0x3F,mtjeff_dig_regmap
0x000000A0,0x0C,mtjeff_dig_regmap
0x000000A1,0x0C,mtjeff_dig_regmap
0x000000A2,0x0C,mtjeff_dig_regmap
0x000000A3,0x0C,mtjeff_dig_regmap
0x000000A4,0x0C,mtjeff_dig_regmap
0x000000A5,0x0C,mtjeff_dig_regmap
0x000000A6,0x0C,mtjeff_dig_regmap
0x000000A7,0x0C,mtjeff_dig_regmap
0x000000A8,0x0C,mtjeff_dig_regmap
0x000000A9,0x0C,mtjeff_dig_regmap
0x000000AA,0x0C,mtjeff_dig_regmap
0x000000AB,0x0C,mtjeff_dig_regmap
0x000000AC,0x04,mtjeff_dig_regmap
0x000000AD,0x04,mtjeff_dig_regmap
0x000000AE,0x04,mtjeff_dig_regmap
0x000000AF,0x04,mtjeff_dig_regmap
0x000000C0,0x0C,mtjeff_dig_regmap
0x000000C1,0x04,mtjeff_dig_regmap
0x000000C2,0x0C,mtjeff_dig_regmap
0x000000C3,0x04,mtjeff_dig_regmap
0x000000C4,0x0C,mtjeff_dig_regmap
0x000000C5,0x04,mtjeff_dig_regmap
0x000000C6,0x04,mtjeff_dig_regmap
0x000000C7,0x04,mtjeff_dig_regmap
0x00000100,0x28,mtjeff_dig_regmap
0x00000101,0x00,mtjeff_dig_regmap
0x00000102,0x28,mtjeff_dig_regmap
0x00000103,0x00,mtjeff_dig_regmap
0x00000104,0x28,mtjeff_dig_regmap
0x00000105,0x00,mtjeff_dig_regmap
0x00000106,0x28,mtjeff_dig_regmap
0x00000107,0x00,mtjeff_dig_regmap
0x00000130,0x00,mtjeff_dig_regmap
0x00000131,0x01,mtjeff_dig_regmap
0x00000132,0x02,mtjeff_dig_regmap
0x00000133,0x03,mtjeff_dig_regmap
0x00000134,0x04,mtjeff_dig_regmap
0x00000135,0x05,mtjeff_dig_regmap
0x00000136,0x06,mtjeff_dig_regmap
0x00000137,0x07,mtjeff_dig_regmap
0x00000138,0x08,mtjeff_dig_regmap
0x00000139,0x09,mtjeff_dig_regmap
